spørsmål,svar,kommunenavn
Hva er retningslinjene for hensynssonen for naturmiljø i dokumentet?,"Endring av eksisterende terreng ved oppfylling, planering og uttak av masser skal ikke tillates.",Lier
Hva er noen av begrensningene for byggeaktiviteter i området i henhold til kontekstinformasjonen?,"Noen av begrensningene inkluderer at oppføring, tilbygging, påbygging, underbygging og plassering av bygning, konstruksjon og anlegg ikke tillates. Tilsvarende gjelder for anlegging av vei, parkeringsplass og landingsplass, samt plassering av midlertidige bygninger, konstruksjoner og anlegg. Det skal også vises varsomhet ved utøvelse av stedbunden næring, og tiltak som kan forstyrre de naturgitte forholdene bør unngås. Ravinedaler, bekkefar og spor etter gamle dyrkningsteknikker skal bevares.",Lier
Hva sier planbestemmelsene om endring av eksisterende terreng innenfor hensynssonen?,"Endring av eksisterende terreng ved oppfylling, planering og uttak av masser skal ikke tillates.",Lier
Hva er begrunnelsen for at det ikke skal gis dispensasjon fra planbestemmelsene eller planformålet innenfor hensynssonen i dette tilfellet?,Det skal ikke gis dispensasjon av hensyn til kulturverninteressene.,Lier
"Hva skal være avgjørende ved vurderingen av om et tiltak ved oppføring, tilbygging, påbygging, underbygging og plassering av bygning, konstruksjon og anlegg skal tillates?",Hensynet til kulturminnet skal være avgjørende ved vurderingen av om tiltaket skal tillates.,Lier
Hva er viktig å ta hensyn til ved utøvelse av stedbunden næring ifølge konteksten?,Det er viktig å vise varsomhet og unngå tiltak som kan forstyrre de naturgitte forholdene.,Lier
Hva er kravet angående grøntstruktur i forbindelse med bygge- eller plansaker ifølge dokumentet?,Det skal redegjøres for hvordan tiltaket påvirker mulighetene til å ivareta eller forbedre den sammenhengende grøntstrukturen i det aktuelle området.,Lier
Hva er kravet til infrastruktur innenfor hensynssonen i henhold til dokumentet?,"Utbyggingen innenfor hensynssonen skal omfatte et vannbasert oppvarmingssystem for bygningene som dekker romoppvarming, ventilasjon og varmt tappevann, slik at det er teknisk mulig å tilknytte anlegge og benytte felles varmeforsyningsløsning fullt ut.",Lier
"Hva er kravet til utomhusplan ved utbygging til næringsformål og offentlig formål, eller ved utbygging av tre eller flere boenheter?",Det må utarbeides og sendes inn en utomhusplan i forbindelse med søknad om tillatelse til tiltak. Utomhusplanen må være godkjent av kommunen før byggetillatelse kan gis.,Lier
Hva er fristen for gjennomføring av alle utomhustiltak etter at midlertidig brukstillatelse er gitt i henhold til informasjonen gitt?,Alle utomhustiltak skal være gjennomført senest innen ett år etter at midlertidig brukstillatelse er gitt.,Lier
Hva er kravene til levering av utomhusplanen i henhold til kontekstinformasjonen?,"Utomhusplanen skal leveres i to eksemplarer, hvorav en skal være farget. Planen skal lages i målestokk 1:500, eventuelt i målestokk 1:200. Det skal framgå av planen hvordan byggetiltaket tar hensyn til eksisterende terreng og vegetasjon, hvordan uteområdene er tenkt utformet med hensyn til tekniske installasjoner og fysisk tilrettelegging.",Lier
Hva er noen av de viktige elementene som må vurderes i planleggingen av et utendørsområde ifølge den gitte konteksten?,"Noen av de viktige elementene som må vurderes inkluderer overvannssystem, murer, gjerder, renovasjonsløsninger, overflater, lekeplasser, fall- og stigningsforhold, atkomst for bevegelseshemmede, biloppstillingsplasser, og vegetasjon og terreng.",Lier
Hva er minimumsstørrelsen på tomter for eneboliger med sekundærleilighet på inntil 70 m² BRA i henhold til planbestemmelsene?,Minimumsstørrelsen på tomter for eneboliger med sekundærleilighet på inntil 70 m² BRA skal ikke være mindre enn 700 m².,Lier
Hva gjelder kapittel 11 i henhold til den gitte konteksten?,"Kapittel 11 gjelder for samtlige områder avsatt til framtidig bebyggelse og anlegg, samt for samtlige områder avsatt til framtidig samferdselsanlegg og infrastruktur.",Lier
Hvilke områder skal det utarbeides områdeplan for før detaljregulering i henhold til Lov om jord (jordlova) av 12.05.1995 nr. 23?,"Lierstranda (LS 1-10), Gullaug (GU 1-6) og Sivilforsvarstomta.",Lier
"Hvilke områder i Lier kommune krever utbyggingsavtaler om teknisk infrastruktur, grønnstruktur, energiløsninger og energidistribusjon ifølge § 11-3 i plan- og bygningsloven?","Områdene som krever utbyggingsavtaler i henhold til nevnte krav er Lierstranda, Lierbyen, Amtmannsvingen – Åby, Lille Valle, Gjellebekkområdet, Tranby, Pukkverket, Sylling, Lierskogen, Lyngås grustak, Brastad, Langenga, Haugerudbråten, Gamle Ringeriksvei, Søndre Bråtan, Øvre Justad, Klinkenberghagan, og Sivilforsvarstomta.",Lier
Hva skal utbyggingsavtalen innenfor Gjellebekkområdet også omfatte?,Utbyggingsavtalen innenfor Gjellebekkområdet skal også omfatte viltkorridor.,Lier
Hva er kravene til infrastruktur som må oppfylles før utbygging kan finne sted i områdene for bebyggelse og anlegg på Lierstranda (LS1-10)?,"Utbygging av interne og tilstøtende kryss og veisystem i samsvar med kommuneplanens arealdel, utbygging av interne og tilstøtende sykkelveier, utbygging av kollektivtrafikksystem med tilstrekkelig kapasitet og attraktivitet, samt vann- og avløpsledninger til feltene.",Lier
Hva er noen av tiltakene som er nevnt for å sikre tilstrekkelig skolekapasitet i Lier kommune?,"Noen av tiltakene inkluderer etablering av bolignære rekreasjonsområder, etablering av offentlige friområder og grøntstruktur, samt utbedring av avkjørsel til Fylkesvei 21 i henhold til Statens vegvesens veinormal.",Lier
Hva er to tiltak som må gjennomføres i forbindelse med offentlig vann- og avløpsnett til området Sagtomta på Sjåstad (Od2)?,Utbedring av avkjørsel til Fylkesvei 21 i henhold til Statens vegvesens veinormal og tilstrekkelig skolekapasitet på Oddevall skole og Sylling ungdomsskole.,Lier
Hva er noen av de infrastrukturtiltakene som må være på plass i Nordal krets før området kan bebygges?,"Noen av infrastrukturtiltakene som må være på plass i Nordal krets før området kan bebygges inkluderer et offentlig vann- og avløpsnett, en gangvei langs riksveien fra Øvre Justad til skolen, gang- og sykkelvei fram til boligfeltene, tilstrekkelig skolekapasitet på Nordal skole og Tranby ungdomsskole, samt en trafikksikker og sammenhengende gang- og sykkelforbindelse mot Tranby tettsted.",Lier
Hva er noen av tiltakene som skal gjennomføres i Heia krets i reguleringsplanen?,"Noen av tiltakene som skal gjennomføres i Heia krets inkluderer ny atkomstvei og gang- og sykkelvei til området, offentlig vann- og avløpsnett til området, og tilstrekkelig skolekapasitet på Heia skole og Tranby ungdomsskole.",Lier
Hva må være gjennomført før næringsområdene Kjenner øst og Leirdalen kan bygges ut?,Utbedring av Fv. 282 fram til og forbi Tranbykrysset (E18) og Drammensveien fram til Liertoppen kjøpesenter slik at disse veiene har tilstrekkelig kapasitet og trafikksikker avvikling.,Lier
"Hva må være etablert før næringsområdene på Gjellebekk/Gunnaråsen, Hølaløkka, Alpharma og Gamle Alpharma kan utnyttes?",Viltkorridor (Elg1) må være ferdig regulert.,Lier
Hva er formålet med områdene LS 1-10 på Lierstranda ifølge konteksten?,"Områdene LS 1-10 på Lierstranda skal benyttes til bebyggelse for offentlig og privat tjenesteyting, boligbebyggelse, sentrumsformål og forretninger.",Lier
"Hva er kravet til områder avsatt til framtidig bebyggelse for offentlig eller privat tjenesteyting i kommuneplanens arealdel, samt områder avsatt til framtidig samferdselsanlegg og teknisk infrastruktur, ifølge § 11-6 i dokumentet?",Områdene skal være offentlige.,Lier
Hva er formålet med å utvikle et miljøoppfølgingsprogram i forbindelse med planlegging og gjennomføring av utbyggingen i områdene Lierstranda og Gullaug?,"Formålet med å utvikle et miljøoppfølgingsprogram er å følge opp virkninger av plan og tiltak, sikre at kunnskap om virkninger og mål for naturressurser, miljø og samfunn blir systematisk nedfelt i videre planlegging og gjennomføring av utbyggingen. Programmet skal godkjennes før sluttbehandling av konsekvensutredningen og/eller videre planer, og danne grunnlag for utbyggingsavtale.",Lier
Hvilke områder skal det stilles krav om matjordplan ved utarbeidelse av reguleringsplan ifølge § 11-9 (ny) i dokumentet?,Områdene hvor det skal stilles krav om matjordplan er,Lier
Hva må matjordplanen inneholde før den kan godkjennes av landbruksmyndighetene?,"Matjordplanen må blant annet inneholde opplysninger om mengde matjord, hvordan den tas av, eventuell mellomlagring og hvordan den skal disponeres. Det må også foreligge bekreftelse fra Mattilsynet i forhold til om jorda er befengt med floghavre eller andre farlige ugras eller planteskadegjørere.",Lier
Hva er et av kravene som må inkluderes i reguleringsplanen for Lierstranda ifølge konteksten?,Et av kravene er at matjorda må tas av på en skånsom måte og forflyttes til andre dyrka eller dyrkbare arealer for fortsatt matproduksjon.,Lier
Hvilke faktorer skal vurderes når det gjelder trafikkbelastningen i områdereguleringsplanen?,"Trafikkbelastningen på det interne og tilstøtende kryss og veisystem, fordelingen av persontransporten på kollektive transportsystem, biltrafikk, sykkeltrafikk og gangtrafikk, samt effekten av tiltak for å redusere personbiltrafikken.",Lier
Hva er hensikten med kravet om at utbyggingen i område 4 Pukkverket ikke skal være til hinder for utnyttelse av mineralske ressurser med nasjonal betydning?,"Hensikten er å sikre at uttak av ressursene kan gjennomføres uten å hindre utnyttelsen av viktige nasjonale ressurser, og at tiltak ikke legger beslag på tilgjengelige ressurser eller hindrer utnyttelsen av ressurser som kan utnyttes i forekomstområdene.",Lier
Hva er navnet på området som beskrives i § 11-12 i dokumentet?,Område 23 Søndre Linnesvollen.,Lier
Hva tillates innenfor området 23 Søndre Linnesvollen i forbindelse med landbruket?,"Innenfor området 23 Søndre Linnesvollen tillates salg og servering av landbruksprodukter, kurs-, opplevelses- og forskningsvirksomhet for å fremme utviklingen av landbruket, samt salg av plasskrevende varer som landbruksmaskiner og driftsmidler.",Lier
Hva gjelder kapittel 12 for ifølge kontekstinformasjonen?,"Kapittel 12 gjelder for eksisterende områder for bebyggelse og anlegg, uavhengig av underformål, samt for samtlige områder avsatt til eksisterende samferdselsanlegg og infrastruktur.",Lier
Hva må være oppfylt før det kan gis tillatelse til eller gjennomføres tiltak etter plan- og bygningsloven § 20-1?,"Området må inngå i en reguleringsplan, med mindre annet framgår av §§ 12-3 og 12-4.",Lier
Hvilket unntak fra plankravet gjelder i områder avsatt til eksisterende boligbebyggelse ifølge konteksten?,Tiltakene unntatt fra plankravet i områder avsatt til eksisterende boligbebyggelse er spesifisert i § 12-2.,Lier
Hva er noen av de tillatte aktivitetene som kan utføres i forbindelse med eksisterende boliger i henhold til kontekstinformasjonen?,"Noen av de tillatte aktivitetene inkluderer oppføring av konstruksjoner og anlegg, garasjer og uthus, påbygg, tilbygg og underbygg, vesentlig endring eller reparasjon av eksisterende bygninger, fasadeendring, bruksendring til boligformål, riving, oppføring og endring av bygningstekniske installasjoner, oppdeling eller sammenføyning av bruksenheter, og annen ombygging.",Lier
Hva er noen av de tillatte aktivitetene som kan utføres på eiendommen i henhold til kontekstinformasjonen?,"Noen av de tillatte aktivitetene inkluderer oppføring av innhegning mot veg, vesentlige terrenginngrep, anlegging av veg og parkeringsplass for eiendommens bruk, oppføring av boligbygninger med inntil tre boenheter, opprettelse av ny grunneiendom, ny anleggseiendom, ny festegrunn og arealoverføring.",Lier
Hvilke bokstaver i unntaksreglene for plankravet krever at tiltaket ikke legger til rette for eller medfører etablering av mer enn tre nye boenheter?,"Bokstavene c, f, i, m og n krever at tiltaket ikke legger til rette for eller medfører etablering av mer enn tre nye boenheter.",Lier
Hvilke krav må oppfylles for å kunne gjøre unntakene i bokstavene m og n angående oppføring og fradeling av boenheter?,"Kravene i § 4-1 til og med § 4-6 (krav til lekeplass), kapittel 11 og § 7-1 (støykrav) må være oppfylt.",Lier
"Hvilke tiltak er unntatt fra plankravet i områder avsatt til eksisterende kjøpesenter, forretninger, bebyggelse for offentlig eller privat tjenesteyting og næringsbebyggelse ifølge § 12-4 i plan- og bygningsloven?","Oppføring av tilbygg, påbygg og underbygg som ikke innebærer endring av eksisterende virksomhet eller etablering av ny virksomhet.",Lier
Hva er noen av de aktivitetene som krever tillatelse i henhold til informasjonen gitt?,"Noen av aktivitetene som krever tillatelse inkluderer vesentlig reparasjon av eksisterende bygning, konstruksjon eller anlegg, fasadeendring, riving av bygning, konstruksjon eller anlegg, oppføring, endring eller reparasjon av bygningstekniske installasjoner, innhegning mot vei, plassering av skilt, reklameinnretninger og anlegging av veg og parkeringsplass for eiendommens bruk.",Lier
"Hva er den maksimale tillatte utnyttelsesgraden for områder avsatt til eksisterende kjøpesenter, forretninger, bebyggelse for offentlig eller privat tjenesteyting og næringsbebyggelse i henhold til PBL § 11-9 nr. 5?",Utnyttelsesgraden skal ikke overstige 60 prosent bebygd areal (% - BYA).,Lier
Hva er den maksimale gesimshøyden tillatt på driftsbygninger i landbruket i henhold til § 13-2?,"Gesimshøyden på driftsbygninger i landbruket skal ikke overstige 10,0 meter.",Lier
Hva er kravet for plassering av kårboliger på landbrukseiendommer ifølge PBL § 11-11 nr. 1?,Kårboliger bør oppføres i tilknytning til tunet/hovedhuset på eiendommen.,Lier
Hva er unntatt fra plankravet i henhold til byggesaksforskriften?,Bebygde boligeiendommer og terrenginngrep som er unntatt søknadsplikt etter byggesaksforskriften.,Lier
Hva er unntatt fra tiltak i tilknytning til landbrukstiltak i henhold til konteksten?,"Kennel, hestesenter og rideanlegg.",Lier
Hva kreves det før det gis tillatelse til eller igangsettes etablering eller utvidelse av anlegg for idrett og friluftsliv?,Det kreves utarbeidelse av reguleringsplan.,Lier
Hvilken tillatelse kreves for å igangsette arbeid med reguleringsplan som vedrører Marka?,Tillatelse fra Miljøverndepartementet kreves.,Lier
Hva er navnet på vilttrekket som nevnes i § 13-6?,Vilttrekket heter Gjellebekk (ELG1).,Lier
Hva er formålet med å etablere en viltkorridor mellom Vestmarka og Kjekstadmarka?,"Formålet er å tillate hjorteviltet å bevege seg fritt mellom de to områdene, inkludert å kunne krysse E18 uten hindringer.",Lier
Hva er formålet med å tilbakeføre viltkorridoren til utmark og gjøre den funksjonell som trekkvei for elg?,"Formålet er å gjøre viltkorridoren til en trekkvei for elg gjennom bearbeidelse av terreng, beplantning med naturlig vegetasjon, skjerming mot næringsområder og bruk av viltgjerder.",Lier
Hva er kravet for utforming og opparbeidelse av viltkorridoren i samarbeid med viltmyndighetene?,"Det skal utarbeides detaljerte tegninger som viser terrengutforming, vegetasjon, skjerming og plassering av ledegjerder, og tegningene skal godkjennes av viltmyndighetene.",Lier
Hva er de to vilkårene som må være oppfylt for at det skal kunne gis tillatelse til fradeling eller etablering av inntil to boenheter pr. år i Øverskogen?,"De to vilkårene som må være oppfylt er at tiltaket ikke skal legges på dyrka eller dyrkbar mark eller i grønnstrukturen i landbruksarealene, og at eiendomsgrensene og boligen ikke skal plasseres nærmere dyrka eller dyrkbar mark.",Lier
Hva er kravet angående avkjøringstillatelse fra veimyndighet for tiltaket i henhold til kontekstinformasjonen?,Tiltaket skal kunne oppnå avkjøringstillatelse fra veimyndighet (Statens Vegvesen eller kommunen).,Lier
Hva er minimum tomtestørrelse for ny spredt boligbebyggelse i henhold til konteksten?,Minimum tomtestørrelse for ny spredt boligbebyggelse skal være 1000 m2.,Lier
Hva må være på plass før det kan gis tillatelse til eller gjennomføres tiltak etter plan- og bygningsloven på Egge gård?,Området må inngå i en godkjent reguleringsplan.,Lier
Hva er de anbefalte gangavstandene til henholdsvis barneskole og ungdomsskole for spredt boligbygging i LNF-områder ifølge konteksten?,Det anbefales en gangavstand på 2 km til barneskole og 4 km til ungdomsskole for spredt boligbygging i LNF-områder.,Lier
Hva er den maksimale tillatte størrelsen på samlet bebygd areal for utvidelse av eksisterende fritidsbebyggelse i Finnemarka?,Samlet bebygd areal skal ikke overstige 80 m².,Lier
Hva er formålet med å merke og eventuelt rydde kyststien langs Linnesstranda fra Gilhusodden til Gullaug?,Formålet er å merke og eventuelt rydde kyststien for å gjøre den mer tilgjengelig og trygg for brukere som ønsker å gå langs Linnesstranda.,Lier
Hvilke områder er nevnt som planlagte friområder i nærheten av Gullaug og Engersand?,"Planlagte friområder ved sjøen, rundt Gullaughalvøya, langs gangveien fra sørporten på Gullaug til nedkjøringen til Engersand havn, og i Engersand havn i friområdene ved sjøen.",Lier
Hvilke planlagte friområder er nevnt langs gangveien fra sørporten på Gullaug til nedkjøringen til Engersand havn?,Planlagte friområder ved sjøen og rundt Gullaughalvøya er nevnt langs denne gangveien.,Lier
Hvilke formål er området regulert til i henhold til plan- og bygningsloven § 12-5?,Området er regulert til følgende formål,Trondheim
Hva er formålet med detaljreguleringsplanen for Innerdammen i Støver?,Formålet med detaljreguleringsplanen for Innerdammen i Støver er ikke oppgitt i den gitte konteksten.,Trondheim
Hva er kravet til maksimalt støynivå for uteplass og utenfor rom med støyfølsom bruk i henhold til bestemmelsene i dokumentet?,"Maks støynivå for uteplass og utenfor rom med støyfølsom bruk er for støykildene vei, jernbane, flyplass hhv 55, 58 og 52 Lden. I soverom gjelder maksnivå fra utendørskilder 45 LpAmax (dB), natt kl. 23-07.",Trondheim
"Hvilken side av dokumentet er vi på, ifølge kontekstinformasjonen?","Vi er på side 3 av 5, ifølge kontekstinformasjonen.",Trondheim
Hva er maksimalt antall boenheter som tillates for bebyggelsen BK1 og BK2 i henhold til planen?,Totalt antall boenheter skal ikke overstige 30 for bebyggelsen BK1 og BK2.,Trondheim
Hvilken side av dokumentet er vi på ifølge kontekstinformasjonen?,Vi er på side 4 av 5 ifølge kontekstinformasjonen.,Trondheim
"Hva er kravene til sikringssone frisikt, H140_1, i dokumentet?","H140 er frisiktområde i avkjørsel og kryss, som skal holdes fri for sikthindringer høyere enn 0,5m over hovedvegens nivå.",Trondheim
Hva skal være tinglyst til naboeiendommen gnr/bnr 55/70 ifølge dokumentet?,Bruksrett for parkeringsplasser i f_P2.,Trondheim
