spørsmål,svar,kommunenavn
Hva er de ulike arealformålene som er angitt i kommuneplanen for Lier?,"Arealformålene i kommuneplanen for Lier inkluderer Lierelva og Holsfjorden, vassdrag i Oslomarka, Kjekstadmarka og Finnemarka, viktige vassdrag, samt LNF-områder for eksisterende og framtidig bebyggelse og anlegg.",Lier
Hva er avstandskravet til viktige vassdrag i planbestemmelsene?,Avstandskravet til viktige vassdrag i planbestemmelsene er 100 meter.,Lier
Hvilke områder er angitt som framtidige områder for bebyggelse og anlegg i kommuneplanen?,"Framtidige områder for bebyggelse og anlegg i kommuneplanen inkluderer områder med avstandskrav på 30 meter, 20 meter, 50 meter og 20 meter til viktige vassdrag og øvrige vassdrag.",Lier
Hva er navnet på elven som går gjennom Solbergelva?,Elven som går gjennom Solbergelva heter Solbergelva.,Lier
Hvilke vassdrag omfattes av forbudet i dokumentet?,"Vassdragene som omfattes av forbudet er Sagelva, Sandakerelva, Skuggebekken, Snuskerudbekken, Sogna, Solbergdammen, Solbergelva, Solstadbekken, Sørumbekken, Ulvenvannet, Vefferstadbekken, Vellingbekken med Askbekken og Eriksrudbekken, samt Øksnebekken.",Lier
Hva er kravet for vegetasjonssonen langs vassdrag med årssikker vannføring?,Det skal opprettholdes og utvikles en vegetasjonssone på minst 5 meter målt fra kanten av vassdraget.,Lier
Kan jeg bygge mindre anlegg til navigasjonsmessig bruk langs sjøen i mitt område?,"Ja, innenfor områder avsatt til bruk og vern av sjø og vassdrag samt LNF-formål er det tillatt med vedlikehold og nyetablering av nødvendige mindre anlegg til navigasjonsmessig bruk på sjøen.",Lier
Hva er kravet til tilknytningsplikt til fjernvarmeanlegg i Lierbyen og Amtmannsvingen?,"Innenfor området som omfattes av konsesjon av 17.01.2008 for fjernvarmeanlegg i Lierbyen, skal visse bygninger tilknyttes fjernvarmeanlegget.",Lier
Hva er kravene for eksisterende bygninger med bruksareal over 500 m² som foretar hovedombygging i samsvar med plan- og bygningslovens 31-2 første ledd?,Eksisterende bygninger med bruksareal over 500 m² som foretar hovedombygging må følge plan- og bygningslovens 31-2 første ledd.,Lier
Hva er kravet for å kunne få unntak fra tilknytningsplikten til fjernvarmeanlegget i kommunen?,"I særlige tilfeller der krav om tilknytning åpenbart ikke er hensiktsmessig eller utbygger kan dokumentere at andre løsninger har miljømessige, energimessige eller samfunnsøkonomiske fordeler, kan kommunen etter begrunnet søknad gjøre helt eller delvis unntak fra tilknytningsplikten. Det skal innhentes uttalelse fra fjernvarmeanleggets eier.",Lier
Hva må bygninger innenfor området for framtidig konsesjonsområde for Amtmannsvingen – Åby gjøre i forhold til tilknytning til framtidig fjernvarmeanlegg?,Bygninger innenfor området for framtidig konsesjonsområde for Amtmannsvingen – Åby må forberedes for tilknytning til framtidig fjernvarmeanlegg.,Lier
Hva er tilknytningsplikten for fritidsboliger når det gjelder offentlig avløpsledning i henhold til plan- og bygningsloven?,Fritidsbebyggelse skal tilknyttes offentlig avløpsledning når vilkårene i plan- og bygningsloven § 27-2 andre til fjerde ledd er oppfylt. Bestemmelsen gjelder også for eksisterende fritidsbebyggelse.,Lier
Hva er de tillatte grenseverdiene for støykrav ved etablering av bygninger med støyfølsom bruk?,"Ved etablering av bygninger med støyfølsom bruk, skal følgende grenseverdier oppfylles",Lier
"Hvilke typer bygninger kan tillates å etableres i en gul støysone i kommunen, og hva kreves for å tillate etableringen av andre bygninger med støyfølsomme bruksformål?","I en gul støysone kan det tillates etablering av nye boliger, sykehus, pleieinstitusjoner, fritidsboliger, skoler og barnehager dersom man med avbøtende tiltak tilfredsstiller grenseverdiene. Etablering av andre bygninger med støyfølsomme bruksformål, som kontorer og overnattingssteder, kan bare tillates dersom krav til innendørs støynivå er tilfredsstilt.",Lier
Hva er retningslinjene som skal legges til grunn for forståelsen av bestemmelsene angående støy i arealplanlegging?,"Miljøverndepartementets retningslinje T-1442/2016 ""Støy i arealplanlegging"" skal legges til grunn for forståelsen av bestemmelsene angående støy i arealplanlegging.",Lier
Hva er kravene til plassering av tiltak i sikkerhetsklasse F3 i forhold til flomnivået?,Tiltak i sikkerhetsklasse F3 skal plasseres minimum 30 cm høyere enn nivået for 1000-årsflom.,Lier
Hva er kravet om plan for redusert klimabelastning i kommunen?,Kravet om plan for redusert klimabelastning er regulert i § 7-3 i plan- og bygningsloven.,Lier
Hva er kravene til utarbeidelse av en redegjørelse for valg av materialer og tekniske løsninger i reguleringsplanen?,"Ved utarbeidelse av reguleringsplan for utbygging til næringsformål og offentlig formål av enhver art eller ved utbygging av tre eller flere boenheter, skal det utarbeides en redegjørelse for valg av materialer og tekniske løsninger med tilhørende energi- og klimagassbudsjett. Planen skal klargjøre på hvilken måte utbyggingen bidrar til målsettingen om et klimanøytralt Liersamfunn innen 2030 og Liers mål om å bli et lavenergi- og lavutslippssamfunn.",Lier
Hva er kravet angående mobilitetsplaner i planbestemmelsene?,"Kravet angående mobilitetsplaner i planbestemmelsene er at det skal benyttes kommunal mal for planen, som skal inngå i alle plansaker og danne grunnlaget for eventuelle utbyggingsavtaler. Unntak kan gjøres ved bruk av tredjeparts miljøsertifiserte typehus og i andre særskilte tilfeller.",Lier
Hva er formålet med å utarbeide en mobilitetsplan for reguleringsplaner?,"Formålet med å utarbeide en mobilitetsplan for reguleringsplaner er å sikre nødvendige tiltak for å begrense transportbehovet, fremme miljøvennlig transport og sikre trygg og hensiktsmessig varelevering, parkering og tilkomst for alle trafikantgrupper.",Lier
Hva er kravene til lokal overvannshåndtering i planbestemmelsene for Lier kommune?,Kravene til lokal overvannshåndtering inkluderer bestemmelser i pbl. § 11-9 nr. 3 og nr. 14.1.6.,Lier
Hva er kravene til overvannshåndtering i reguleringsplanleggingen i Lier kommune?,"Ved all reguleringsplanlegging i Lier kommune skal det utarbeides en plan for overvannshåndtering, og håndteringen av overvann skal løses lokalt i samsvar med Temaplan overvann Lier kommune.",Lier
Hva sier planbestemmelsene om bygninger og anlegg ved flomveier?,"Planbestemmelsene sier at bygninger og anlegg ved flomveier skal utformes slik at naturlige flomveier ivaretas, og det skal avsettes areal for nye flomveier ved planlegging og søknad om tiltak som berører eksisterende flomveier.",Lier
Hva er kravene til sikring mot flomskader for omkringliggende arealer i Lier kommune?,"I Lier kommune skal omkringliggende arealer, som bygninger og annen infrastruktur, sikres mot flomskader i henhold til temakart for flomsoner, erosjon, flomveier, forsenkninger og stormflo i kommunens kartløsning.",Lier
Hva er kravene for å gjenåpne lukkede bekker i kommunen?,"Ved gjenåpning av lukkede bekker forutsettes det at det foreligger nødvendig dokumentasjon av eventuelle konsekvenser, samt en plan for gjennomføring av eventuelle avbøtende sikringstiltak for omkringliggende arealer, bygninger og annen infrastruktur.",Lier
Hva er kravene til nye tiltak innenfor Holsfjordens nedslagsfelt i forhold til forurensing av drikkevannskilden?,Alle nye tiltak innenfor Holsfjordens nedslagsfelt må vurderes i forhold til om de vil forurense eller representere en fare for forurensing av drikkevannskilden. Tiltak som vil forurense eller kan representere en fare for forurensing av drikkevannskilden og deres nedbørsfelt er ikke tillatt.,Lier
Hva er virkeområdet for kapittel 8 angående skilt- og reklameinnretninger i kommunen?,"Bestemmelsene i kapittel 8 gjelder alle skilt- og reklameinnretninger utendørs, inkludert de som er unntatt søknadspliktig etter plan- og bygningsloven. Dette inkluderer også skilt- og reklameinnretninger på kjøretøy, tilhengere og fartøy som er langtidsparkert eller ikke i bruk.",Lier
Hva er definisjonen av en skilt- og reklameinnretning i henhold til planbestemmelsene?,En skilt- og reklameinnretning er en innretning som formidler eller er egnet til å formidle eller markedsføre et budskap.,Lier
Hva er forskjellen mellom frittstående skilt og løsfotskilt i henhold til planbestemmelsene i kommunen?,"Frittstående skilt er skilt som er plassert på frittstående innretning, mens løsfotskilt er skilt- og reklameinnretning som enkelt kan flyttes.",Lier
Hva er forskjellen mellom et uthengskilt og et lysskilt i henhold til planbestemmelsene?,"Et uthengskilt er en skilt- og reklameinnretning som er montert vertikalt ut fra bygningens fasade, mens et lysskilt er en skilt- og reklameinnretning som er belyst eller har integrert lys.",Lier
Hva er kravene til skiltplan for næringseiendommer i kommunen?,"Det skal utarbeides en samlet skiltplan for alle næringseiendommer før tillatelse gis, og skiltplanen skal omfatte alle skilt- og reklameinnretninger på eiendommen, inkludert eksisterende.",Lier
Hva er de overordnede retningslinjene for utforming av skilt- og reklameinnretninger i henhold til plan- og bygningsloven?,"Ved utforming av skilt- og reklameinnretninger skal det legges stor vekt på tilpasning til byggets arkitektur og det omkringliggende miljøet. Skilt- og reklameinnretninger skal være underordnet og tilpasset bygningens og nabobebyggelsens arkitektoniske utforming, proporsjoner, materialer og farger. Dominerende skilt- og reklameinnretninger tillates ikke, og de skal ikke være eller virke sammenhengende over hele eller store deler av fasaden.",Lier
"Hva er hensikten med å bevare historisk, arkitektonisk eller annen kulturell verdi knyttet til en bygnings ytre og det omkringliggende miljø i kommunen?","Hensikten med å bevare slike verdier er å sikre at skilt og lignende innretninger er underordnet disse hensyn, uavhengig av størrelse og utforming, og å ta hensyn til innbyrdes forhold og skala mellom de ulike skiltene og innretningene.",Lier
Hva er de generelle kravene til plassering og utforming av skilt- og reklameinnretninger i kommunen?,"Ved vurderingen av plassering og utforming av skilt- og reklameinnretninger, skal det legges vekt på om tiltaket gjelder skilt- eller reklameinnretning. Hvor det er flere virksomheter i en bygning, skal virksomhetsskilt samles så langt kommunen finner det hensiktsmessig. Utformingen skal være ensartet og tilpasset hverandre.",Lier
Hva er reglene angående plassering av skilt- og reklameinnretninger i forhold til bygningens profil og silhuett?,"Skilt- og reklameinnretninger skal ikke endre bygningens profil og silhuett, og plassering over bygningens hovedgesims er ikke tillatt.",Lier
"Hva er maksimal tillatt høyde for tall, symboler og figurer på skilt- og reklameinnretninger i kommunen?","Maksimal tillatt høyde for tall, symboler og figurer på skilt- og reklameinnretninger er 1,0 meter, med mulighet for økning til 1,5 meter eller 2,0 meter avhengig av fasadehøyden.",Lier
"Hva er maksimal høyde tillatt for skiltelementer i området Harlem, Gjellebekk KID Cater?","Maksimal høyde tillatt for skiltelementer i området Harlem, Gjellebekk KID Cater er 2,15 meter.",Lier
Hva er reglene angående maksimal utstikking av uthengskilt fra veggen i kommunen?,"Uthengskilt skal maksimalt stikke 1,0 meter ut fra veggen, inkludert innfesting.",Lier
Hva kreves for å kunne godkjenne frittstående skilt- og reklameinnretninger i kommunen?,"Frittstående skilt- og reklameinnretninger kan kun godkjennes i begrenset omfang, og krever utarbeidelse av en helhetlig skiltplan for området.",Lier
Hva er reglene for oppføring av skilt- og reklameinnretninger på landbrukseiendommer i kommunen?,"På landbrukseiendommer kan det oppføres ett virksomhetsskilt per driftsenhet, mens reklameinnretninger ikke er tillatt. Reklameinnretninger kan kun oppføres i begrenset omfang, og maksimalt to per virksomhet på den enkelte eiendom.",Lier
Hva er kravene for å tillate etablering av ny bebyggelse langs vann og vassdrag i kommunen?,"Det tillates ikke etablering av ny bebyggelse langs vann og vassdrag lavere enn nivået for en 200 årsflom, med mindre det utføres tiltak som sikrer ny bebyggelse mot flom. Særskilt sårbare samfunnsfunksjoner skal være sikret mot flom med gjentaksintervall 1/1000.",Lier
Hva er kravene til dokumentasjon av sikkerhet i forhold til fare for kvikkleireskred og steinsprang i forbindelse med utarbeidelse av reguleringsplaner og tiltak etter PBL?,"Ved utarbeidelse av reguleringsplaner og tiltak etter PBL skal det dokumenteres tilfredsstillende sikkerhet i forhold til fare for kvikkleireskred og steinsprang. Vurderinger og dokumentasjon skal utføres av geoteknisk fagkyndig og være i henhold til NVEs retningslinjer nr. 2/2011 «Flaum og skredfare i arealplanar» og NVEs retningslinjer 1/2008 ""Retningslinjer for planlegging og utbygging i fareområder langs vassdrag"".",Lier
Hva er kravene for bygge- og anleggstiltak innenfor hensynssonen H 190 i kommunen?,Innenfor hensynssonen H 190 tillates ikke bygge- og anleggstiltak som kan påvirke tunnelen uten tillatelse fra berørt samferdselsmyndighet. Dette gjelder alle tiltak som innebærer betydelige inngrep i grunnen.,Lier
Hva er retningslinjene for hensynssone naturmiljø angående endring av eksisterende terreng i kommunen?,"Endring av eksisterende terreng ved oppfylling, planering og uttak av masser skal ikke tillates i hensynssone naturmiljø i kommunen.",Lier
Hva er begrensningene for oppføring av bygninger og anlegg i kommunen ifølge planbestemmelsene?,"Oppføring, tilbygging, påbygging, underbygging og plassering av bygning, konstruksjon og anlegg skal ikke tillates i kommunen.",Lier
Hva sier planbestemmelsene om endring av eksisterende terreng i hensynssonen for kulturlandskapet?,"Endring av eksisterende terreng ved oppfylling, planering og uttak av masser skal ikke tillates innenfor hensynssonen for kulturlandskapet.",Lier
Hva sier planbestemmelsene om endring av eksisterende terreng innenfor hensynssonen for kulturverninteressene?,"Planbestemmelsene sier at endring av eksisterende terreng ved oppfylling, planering og uttak av masser ikke skal tillates innenfor hensynssonen for kulturverninteressene.",Lier
Hva er det viktigste hensynet som skal tas ved vurderingen av om et byggetiltak skal tillates i forhold til kulturminnet?,"Ved vurderingen av om et byggetiltak skal tillates, skal hensynet til kulturminnet være avgjørende.",Lier
Hva må man ta hensyn til ved utøvelse av stedbunden næring ifølge dokumentet?,"Det skal vises varsomhet, og tiltak som kan forstyrre de naturgitte forholdene bør unngås.",Lier
Hva må det redegjøres for ved alle bygge- eller plansaker ifølge vedlegg 10?,Det må redegjøres for hvordan tiltaket påvirker mulighetene til å ivareta eller forbedre den sammenhengende grøntstrukturen i det aktuelle området.,Lier
Hva må man redegjøre for når det gjelder grøntstrukturen i forbindelse med bygge- eller plansaker i kommunen?,Man må redegjøre for hvordan tiltaket påvirker mulighetene til å ivareta eller forbedre den sammenhengende grøntstrukturen i det aktuelle området.,Lier
Hva er kravene til infrastruktur innenfor hensynssonen i forhold til vannbasert oppvarmingssystem?,"Innenfor hensynssonen skal utbyggingen omfatte et vannbasert oppvarmingssystem for bygningene som dekker romoppvarming, ventilasjon og varmt tappevann, slik at det er teknisk mulig å tilknytte anlegge og benytte felles varmeforsyningsløsning fullt ut.",Lier
Hva er kravene til utomhusplan ved utbygging av tre eller flere boenheter i kommunen?,"Ved utbygging til næringsformål og offentlig formål av enhver art eller ved utbygging av tre eller flere boenheter, skal det utarbeides og sendes inn utomhusplan i forbindelse med søknad om tillatelse til tiltak. Utomhusplan må være godkjent av kommunen før byggetillatelse kan gis.",Lier
Hva er fristen for å gjennomføre alle utomhustiltak etter at midlertidig brukstillatelse er gitt?,Alle utomhustiltak skal være gjennomført senest innen ett år etter at midlertidig brukstillatelse er gitt. Det gis ikke ferdigattest før samtlige arbeider som fremgår av utomhusplanen er ferdigstilt.,Lier
Hva må inkluderes i utomhusplanen i forhold til eksisterende terreng og vegetasjon?,"Utomhusplanen må vise hvordan byggetiltaket tar hensyn til eksisterende terreng og vegetasjon, samt hvordan uteområdene er tenkt utformet med hensyn til tekniske installasjoner og fysisk tilrettelegging.",Lier
Hvilke faktorer blir vurdert når det gjelder utforming av lekeplasser i planleggingen av området?,"Når det gjelder utforming av lekeplasser, blir faktorer som høyder, materialvalg og fall- og stigningsforhold vurdert.",Lier
Hva er minimumsstørrelsen på tomter for eneboliger med sekundærleilighet i kommunen?,Tomter for eneboliger og eneboliger med sekundærleilighet på inntil 70 m² BRA skal ikke være mindre enn 700 m².,Lier
Hva gjelder kapittel 11 i plan- og bygningsloven for?,"Kapittel 11 gjelder for samtlige områder avsatt til framtidig bebyggelse og anlegg, uavhengig av underformål, samt for samtlige områder avsatt til framtidig samferdselsanlegg og infrastruktur.",Lier
Hva er kravet for områdeplan før detaljregulering i Lier kommune?,I følgende områder i Lier kommune skal det utarbeides områdeplan før detaljregulering,Lier
Hva er kravene til utbyggingsavtaler innenfor de nevnte områdene i Lier kommune?,"Innenfor de nevnte områdene i Lier kommune skal det inngås utbyggingsavtale om teknisk infrastruktur, grønnstruktur, energiløsninger og energidistribusjon. Tilsvarende gjelder for alle næringsområder med utbygging over 200 m² bruksareal.",Lier
Hva innebærer det at utbyggingsavtalen også skal omfatte viltkorridor innenfor Gjellebekkområdet?,Utbyggingsavtalen innenfor Gjellebekkområdet skal også inkludere tiltak for å ivareta viltkorridorer.,Lier
Hva er kravene til infrastruktur som må oppfylles før utbygging kan finne sted i området Lierstranda?,"Før utbygging kan finne sted i området Lierstranda, må det oppfylles krav om utbygging av interne og tilstøtende kryss og veisystem i samsvar med kommuneplanens arealdel, utbygging av interne og tilstøtende sykkelveier, utbygging av kollektivtrafikksystem med tilstrekkelig kapasitet og attraktivitet, samt vann- og avløpsledninger til feltene.",Lier
Hva er planene for etablering av offentlige friområder og grøntstruktur i kommunen?,Kommunen planlegger å etablere offentlige friområder og grøntstruktur i samsvar med kommuneplanens arealdel for å sikre tilstrekkelig tilgang til rekreasjonsområder for innbyggerne.,Lier
Hva er planene for å sikre tilstrekkelig skolekapasitet i området?,Planen inkluderer å sikre tilstrekkelig skolekapasitet på Oddevall skole og Sylling ungdomsskole.,Lier
Hva er kravene til gang- og sykkelforbindelse i Klinkenberghagan før området kan bebygges?,Det skal være etablert en trafikksikker og sammenhengende gang- og sykkelforbindelse mot Tranby tettsted før området bebygges.,Lier
Hva er noen av tiltakene som skal gjennomføres i Heia krets i henhold til reguleringsplanen?,"Noen av tiltakene som skal gjennomføres i Heia krets inkluderer etablering av ny atkomstvei og gang- og sykkelvei til området, offentlig vann- og avløpsnett til området, og sikring av tilstrekkelig skolekapasitet på Heia skole og Tranby ungdomsskole.",Lier
Hva må gjøres med veiene Fv. 282 og Drammensveien før næringsområdene Kjenner øst og Leirdalen kan bygges ut?,Veiene Fv. 282 og Drammensveien må gjennomgå utbedringer for å sikre tilstrekkelig kapasitet og trafikksikker avvikling før områdene kan bygges ut. Den nødvendige løsningen skal utredes og vises i forbindelse med reguleringsplanen for områdene.,Lier
"Hva må være etablert før næringsområdene på Gjellebekk/Gunnaråsen, Hølaløkka, Alpharma og Gamle Alpharma kan utnyttes?",Områdene kan ikke utnyttes før viltkorridoren (Elg1) er ferdig regulert.,Lier
Hva er formålet med områdene LS 1-10 på Lierstranda ifølge planbestemmelsene?,"Områdene LS 1-10 på Lierstranda skal benyttes til bebyggelse for offentlig og privat tjenesteyting, boligbebyggelse, sentrumsformål og forretninger.",Lier
Hva er kravene til miljøoppfølging og miljøovervåking i næringsområdene i kommunen?,Kravene til miljøoppfølging og miljøovervåking i næringsområdene i kommunen er regulert i PBL § 11-9 nr. 8.,Lier
Hva er formålet med å utvikle et miljøoppfølgingsprogram i forbindelse med planlegging og gjennomføring av utbyggingen i Lierstranda og Gullaug-områdene?,"Formålet med å utvikle et miljøoppfølgingsprogram er å følge opp virkninger av plan og tiltak for å sikre at kunnskap om virkninger og mål for naturressurser, miljø og samfunn blir systematisk nedfelt i videre planlegging og gjennomføring av utbyggingen. Programmet skal godkjennes før sluttbehandling av konsekvensutredningen og/eller videre planer, og danner grunnlag for utbyggingsavtale.",Lier
Hva er formålet med kravet om matjordplan i de angitte områdene ved utarbeidelse av reguleringsplan?,Formålet med kravet om matjordplan i de angitte områdene er å sikre at det tas hensyn til matjordens kvalitet og vern av dyrkbar mark i forbindelse med planlegging og utbygging.,Lier
Hva må matjordplanen inneholde før den kan godkjennes av landbruksmyndighetene?,"Matjordplanen må blant annet inneholde opplysninger om mengde matjord, hvordan den tas av, eventuell mellomlagring og hvordan den skal disponeres. Det må også foreligge bekreftelse fra Mattilsynet i forhold til om jorda er befengt med floghavre eller andre farlige ugras eller planteskadegjørere.",Lier
Hva er kravene til håndtering av matjorda i reguleringsplanen for Lierstranda?,Reguleringsplanen for Lierstranda skal inneholde krav til at matjorda tas av på en skånsom måte og forflyttes til andre dyrka eller dyrkbare arealer slik at den fortsatt utnyttes til matproduksjon.,Lier
Hvilke tiltak skal sikres gjennomført i områdereguleringsplanen?,Nødvendige tiltak for å sikre reduksjon av personbiltrafikken skal gjennomføres i områdereguleringsplanen.,Lier
Hva er hensikten med å sikre at utbyggingen i område 4 Pukkverket ikke hindrer utnyttelsen av mineralske ressurser med nasjonal betydning?,"Hensikten er å sikre at uttak av ressursene kan gjennomføres uten å hindre planlagte formål, samtidig som det ikke tillates tiltak som legger beslag på tilgjengelige ressurser eller hindrer utnyttelsen av sannsynlige ressurser innenfor forekomstområdene.",Lier
Hva er formålet med område 23 Søndre Linnesvollen i planbestemmelsene?,Formålet med område 23 Søndre Linnesvollen er å regulere området for boligbebyggelse og tilhørende anlegg.,Lier
Hva tillates innenfor området 23 Søndre Linnesvollen i forhold til salg og servering?,Innenfor området 23 Søndre Linnesvollen tillates salg og servering av landbruksprodukter for å fremme landbruket i regionen og landbrukets rolle som samfunnsaktør.,Lier
Hva gjelder kapittel 12 for i planbestemmelsene?,"Kapittel 12 gjelder for eksisterende områder for bebyggelse og anlegg, uavhengig av underformål. Tilsvarende gjelder for samtlige områder avsatt til eksisterende samferdselsanlegg og infrastruktur.",Lier
Hva er kravet for å kunne gi tillatelse til tiltak etter plan- og bygningsloven § 20-1?,"For å kunne gi tillatelse til tiltak etter plan- og bygningsloven § 20-1 må området inngå i en reguleringsplan, med mindre annet framgår av §§ 12-3 og 12-4.",Lier
Hvilke tiltak er unntatt fra plankravet i områder avsatt til eksisterende boligbebyggelse i Lier kommune?,I områder avsatt til eksisterende boligbebyggelse i Lier kommune er følgende tiltak unntatt fra plankravet i § 12-2.,Lier
Hva er tillatt i forhold til oppføring av konstruksjoner og anlegg i tilknytning til eksisterende boliger i kommunen?,"Tillatelsen inkluderer oppføring av garasjer, uthus, påbygg, tilbygg, underbygg, vesentlige endringer eller reparasjoner av eksisterende bygninger, samt fasadeendringer.",Lier
Hvilke typer endringer krever tillatelse i forhold til bygningstekniske installasjoner?,"Oppføring, endring og reparasjon av bygningstekniske installasjoner krever tillatelse i kommunen.",Lier
Er det tillatt å endre bruksformålet til boligformål innenfor eksisterende bygninger?,"Ja, det er tillatt å endre bruksformålet til boligformål innenfor eksisterende bygninger i kommunen.",Lier
Hva er tillatt i forhold til oppføring av boligbygninger i dokumentet?,Oppføring av boligbygninger med til sammen inntil tre boenheter er tillatt i henhold til planbestemmelsene.,Lier
Hva er de generelle kravene for unntak fra plankravet når det gjelder antall nye boenheter som kan etableres?,Unntaket forutsetter at tiltaket ikke legger til rette for eller medfører etablering av mer enn tre nye boenheter.,Lier
Hva er kravene som må oppfylles for å kunne etablere en ny boenhet i kommunen?,"For å etablere en ny boenhet i kommunen må kravene i § 4-1 til og med § 4-6 (krav til lekeplass), kapittel 11 og § 7-1 (støykrav) være oppfylt.",Lier
Hva er unntatt fra plankravet i områder avsatt til næringsbebyggelse ifølge planbestemmelsene?,"Oppføring av tilbygg, påbygg og underbygg som ikke innebærer endring av eksisterende virksomhet eller etablering av ny virksomhet er unntatt fra plankravet i områder avsatt til næringsbebyggelse.",Lier
"Hva kreves for å kunne gjennomføre en vesentlig reparasjon av en eksisterende bygning, konstruksjon eller anlegg i kommunen?","For å gjennomføre en vesentlig reparasjon av en eksisterende bygning, konstruksjon eller anlegg i kommunen, må man følge planbestemmelsene og planreguleringene som gjelder for området.",Lier
"Hva er den maksimale tillatte utnyttelsesgraden for næringsområder som er avsatt til eksisterende kjøpesenter, forretninger, bebyggelse for offentlig eller privat tjenesteyting og næringsbebyggelse i kommunen?",I områder avsatt til slike formål skal utnyttelsesgraden ikke overstige 60 prosent bebygd areal.,Lier
Hva er maksimal gesimshøyde og mønehøyde tillatt på driftsbygninger i landbruket i henhold til planbestemmelsene?,"Maksimal gesimshøyde på driftsbygninger i landbruket skal ikke overstige 10,0 meter, og mønehøyden skal ikke overstige 12,0 meter.",Lier
Hva er kravene for plassering av kårboliger på landbrukseiendommer i kommunen?,Kårboliger bør oppføres i tilknytning til tunet/hovedhuset på eiendommen i henhold til plan- og bygningsloven.,Lier
Hva er plankravet og gjelder det for alle typer eiendommer i kommunen?,Plankravet gjelder ikke for bebygde boligeiendommer eller for terrenginngrep som er unntatt søknadsplikt etter byggesaksforskriften.,Lier
Hvilke tiltak er tillatt innenfor Oslomarka og Kjekstadmarka i henhold til plan- og bygningsloven?,"Tiltak etter plan- og bygningsloven er forbudt innenfor Oslomarka og Kjekstadmarka, men visse tiltak er unntatt fra det generelle forbudet.",Lier
Kan jeg bygge en kennel på eiendommen min i henhold til planbestemmelsene i kommunen?,"Nei, unntaket omfatter ikke kennel i tilknytning til landbrukstiltak.",Lier
Hva er kravene for å utarbeide en reguleringsplan for anlegg for idrett og friluftsliv i kommunen?,"Før det gis tillatelse til eller igangsettes etablering eller utvidelse av anlegg for idrett og friluftsliv, må det utarbeides en reguleringsplan.",Lier
Hva er formålet med å etablere en viltkorridor mellom Vestmarka og Kjekstadmarka?,"Formålet med å etablere en viltkorridor er å muliggjøre bevegelse for hjorteviltet mellom Vestmarka og Kjekstadmarka, inkludert planfri kryssing av E18.",Lier
Hva er formålet med å tilbakeføre viltkorridoren til utmark og gjøre den funksjonell som trekkvei for elg?,"Formålet med å tilbakeføre viltkorridoren til utmark og gjøre den funksjonell som trekkvei for elg er å legge til rette for elgens naturlige bevegelsesmønster og sikre en trygg passasje gjennom området. Dette vil blant annet skje gjennom bearbeidelse av terreng, beplantning med naturlig vegetasjon, skjerming mot næringsområder og bruk av viltgjerder.",Lier
Hva er prosessen for godkjenning av detaljerte tegninger for viltkorridoren i kommunen?,"Det skal utarbeides detaljerte tegninger som viser terrengutforming, vegetasjon, skjerming og plassering av ledegjerder, og disse tegningene skal godkjennes av viltmyndighetene.",Lier
Hva er de tillatte vilkårene for fradeling eller etablering av inntil to boenheter i Øverskogen i henhold til planbestemmelsene?,"Tiltaket skal ikke legges på dyrka eller dyrkbar mark eller i grønnstrukturen i landbruksarealene, og eiendomsgrensene og boligen skal ikke plasseres nærmere dyrka eller dyrkbar mark.",Lier
Hva er kravene for at et tiltak ikke skal medføre fare for konflikt mellom bolig- og landbruksformålet i kommunen?,"For at et tiltak ikke skal medføre fare for konflikt mellom bolig- og landbruksformålet i kommunen, må det være plassert mer enn ti meter unna, eller på annen måte ikke medføre fare for konflikt.",Lier
"Hvilke hensyn må tas for at et tiltak ikke skal være i konflikt med kulturminner, natur- og landskapsvern eller friluftsliv i kommunen?","For at et tiltak ikke skal være i konflikt med kulturminner, natur- og landskapsvern eller friluftsliv i kommunen, må det oppfylle kravene i plan- og bygningsloven og forurensingsloven.",Lier
Hvem må gi tillatelse for avkjøring fra veien for et tiltak i kommunen?,"Tiltaket må kunne oppnå avkjøringstillatelse fra veimyndigheten, enten Statens Vegvesen eller kommunen.",Lier
Hva er minimum tomtestørrelse for ny spredt boligbebyggelse i kommunen?,Minimum tomtestørrelse for ny spredt boligbebyggelse i kommunen skal være 1000 m2.,Lier
Hva er kravene for å få tillatelse til å gjennomføre tiltak på Egge gård i henhold til kommuneplanens arealdel?,Tillatelse til eller gjennomføring av tiltak på Egge gård kan kun skje etter at området er inkludert i en godkjent reguleringsplan for bebyggelse for videreforedling og salg av produkter basert på gårdens ressursgrunnlag og tilsvarende produkter fra andre gårder basert på deres ressursgrunnlag. Dyrket mark skal i størst mulig grad ivaretas.,Lier
Hva er de minimumskravene som må oppfylles ved behandling av søknader om dispensasjon fra LNF-formålet for spredt boligbygging?,"Minimumskravene som må oppfylles ved behandling av søknader om dispensasjon fra LNF-formålet for spredt boligbygging er angitt i § 13-7, i tillegg til kravene om gangavstand til dagligvarebutikk, barne- og ungdomsskole, og bussholdeplass/kollektivtrafikk.",Lier
Hva er den maksimale tillatte størrelsen for utvidelse av eksisterende fritidsbebyggelse i Finnemarka ifølge planbestemmelsene?,Ifølge planbestemmelsene skal det samlede bebygde arealet ikke overstige 80 m².,Lier
